Make,Model,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,class,prestige
Toyota,Prius,Hatchback,164000.0,1800.0,Hybrid,Automatic,13600.0,6,27333.33333333333,5,1
BMW,5 Series,Sedan,145000.0,2000.0,Petrol,Automatic,13800.0,10,14500.0,5,1
Toyota,Corolla,Universal,170000.0,1399.0,Petrol,Manual,4800.0,16,10625.0,3,3
Renault,Megane,Universal,178500.0,1500.0,Diesel,Manual,9292.0,5,35700.0,4,2
Nissan,Micra,Hatchback,48000.0,1200.0,Petrol,Automatic,7250.0,5,9600.0,4,2
Mazda,Rare,Hatchback,359000.0,1990.0,Petrol,Manual,2100.0,20,17950.0,2,4
Skoda,Rapid,Sedan,126400.0,1422.0,Diesel,Manual,7250.0,6,21066.666666666668,4,2
Mercedes,M Class,SUV,210000.0,2500.0,Diesel,Automatic,22000.0,9,23333.33333333333,5,1
Volkswagen,Transporter,Microvan,213000.0,1900.0,Diesel,Manual,8900.0,13,16384.615384615383,4,2
Peugeot,Rare,Hatchback,168000.0,1400.0,Diesel,Manual,2500.0,14,12000.0,2,4
Mercedes,C Class,Sedan,235000.0,1800.0,Metan/Propan,Manual,3999.0,18,13055.555555555557,3,3
Audi,A6,Sedan,195700.0,2000.0,Diesel,Automatic,19450.0,8,24462.5,5,1
Skoda,Octavia,Hatchback,198000.0,1400.0,Petrol,Manual,6350.0,11,18000.0,3,3
Hyundai,ix35,Crossover,181000.0,1700.0,Diesel,Manual,12450.0,11,16454.545454545456,5,1
Mercedes,C Class,Universal,215500.0,2143.0,Diesel,Automatic,9300.0,11,19590.90909090909,4,2
Skoda,Octavia,Universal,215000.0,1200.0,Petrol,Automatic,8500.0,10,21500.0,4,2
Mercedes,Vito,Minivan,298545.0,2200.0,Diesel,Manual,9090.0,9,33171.666666666664,4,2
Renault,Grand Scenic,Universal,187200.0,1500.0,Diesel,Manual,6950.0,10,18720.0,3,2
Renault,Grand Scenic,Universal,201145.0,1462.0,Diesel,Automatic,6200.0,12,16762.083333333332,3,3
Peugeot,Rare,Hatchback,112000.0,1400.0,Diesel,Manual,5700.0,8,14000.0,3,3
Renault,Grand Scenic,Minivan,203000.0,1500.0,Diesel,Automatic,6800.0,11,18454.545454545456,3,2
Volkswagen,Passat,Universal,256380.0,2496.0,Diesel,Automatic,4300.0,18,14243.333333333334,3,3
Volkswagen,Passat,Universal,300000.0,2000.0,Petrol,Manual,1400.0,28,10714.285714285714,2,4
Citroen,C3,Hatchback,230000.0,1400.0,Diesel,Manual,3350.0,15,15333.333333333334,3,4
Hyundai,Accent,Hatchback,162000.0,1600.0,Petrol,Automatic,3350.0,16,10125.0,3,4
Peugeot,Rare,Minivan,11111.0,2000.0,Diesel,Manual,20000.0,21,529.0952380952381,5,1
Renault,Megane,Universal,240000.0,1500.0,Diesel,Manual,2990.0,18,13333.333333333334,2,4
Vaz,Rare,Sedan,235168.0,1300.0,Petrol,Manual,600.0,30,7838.933333333333,1,4
Vaz,Rare,Sedan,256912.0,1300.0,Petrol,Manual,900.0,15,17127.466666666667,1,4
Citroen,Rare,Minivan,265000.0,2000.0,Metan/Propan,Manual,3300.0,18,14722.222222222224,3,4
Volvo,XC60,Crossover,130000.0,2400.0,Diesel,Automatic,21900.0,8,16250.0,5,1
Chevrolet,Rare,Hatchback,155000.0,1400.0,Metan/Propan,Manual,2200.0,15,10333.333333333334,2,4
Ford,Focus,Universal,160175.0,1499.0,Diesel,Manual,7700.0,6,26695.83333333333,4,2
Skoda,Octavia,Sedan,115000.0,1200.0,Petrol,Automatic,6900.0,10,11500.0,3,2
Renault,Laguna,Sedan,184000.0,1490.0,Diesel,Manual,5600.0,10,18400.0,3,3
Honda,Rare,Microvan,106000.0,1339.0,Petrol,Manual,3800.0,18,5888.888888888889,3,3
Opel,Astra,Hatchback,170000.0,1300.0,Diesel,Manual,5600.0,12,14166.666666666666,3,3
Toyota,Land Cruiser Prado,SUV,72500.0,3956.0,Petrol,Automatic,36900.0,8,9062.5,5,1
Volkswagen,Rare,Cabriolet,141000.0,1400.0,Petrol,Manual,10500.0,11,12818.181818181818,4,2
Mercedes,E Class,Sedan,180000.0,1796.0,Petrol,Automatic,9499.0,15,12000.0,4,2
BMW,3 Series,Universal,270000.0,2000.0,Diesel,Automatic,7300.0,15,18000.0,4,2
Ford,C-Max,Hatchback,134000.0,2000.0,Plug-in Hybrid,Automatic,12490.0,7,19142.85714285714,5,1
Volkswagen,Golf,Hatchback,314200.0,1600.0,Diesel,Manual,1650.0,34,9241.176470588236,2,4
BMW,5 Series,Sedan,236860.0,2500.0,Diesel,Manual,3500.0,26,9110.0,3,4
Audi,A6,Combi,150000.0,2000.0,Diesel,Manual,2650.0,15,10000.0,2,4
Ford,Focus,Hatchback,188000.0,1596.0,Petrol,Manual,3700.0,16,11750.0,3,3
Honda,Accord,Sedan,350000.0,1998.0,Metan/Propan,Automatic,4500.0,19,18421.052631578947,3,3
Volkswagen,Jetta,Sedan,34500.0,1400.0,Petrol,Automatic,9800.0,7,4928.571428571428,4,2
Vaz,Rare,Sedan,21000.0,1500.0,Petrol,Manual,3000.0,32,656.25,2,4
Renault,Grand Scenic,Universal,190401.0,1461.0,Diesel,Manual,7750.0,9,21155.666666666668,4,2
Ford,Rare,Hatchback,153000.0,1300.0,Petrol,Manual,5300.0,9,17000.0,3,3
Opel,Astra,Universal,206000.0,1300.0,Diesel,Manual,6000.0,11,18727.272727272728,3,3
Mercedes,C Class,Sedan,132000.0,1800.0,Petrol,Manual,5200.0,13,10153.846153846154,3,3
Hyundai,Accent,Sedan,58342.0,1400.0,Petrol,Automatic,8300.0,6,9723.666666666666,4,2
Dacia,Logan Mcv,Minivan,440000.0,1600.0,Metan/Propan,Manual,3200.0,15,29333.33333333333,3,4
Renault,Megane,Hatchback,123000.0,1500.0,Diesel,Manual,3600.0,8,15375.0,3,4
Renault,Scenic,Minivan,132000.0,1400.0,Petrol,Manual,3550.0,10,13200.0,3,4
Nissan,Qashqai,Crossover,39000.0,1500.0,Diesel,Manual,17490.0,5,7800.0,5,1
Citroen,Rare,Universal,249000.0,1600.0,Diesel,Automatic,6450.0,11,22636.36363636364,3,3
Renault,Megane,Universal,108000.0,1500.0,Diesel,Manual,7990.0,6,18000.0,4,2
KIA,Rare,Hatchback,121383.0,998.0,Metan/Propan,Automatic,6500.0,9,13487.0,3,3
Mazda,Rare,Crossover,174000.0,1500.0,Diesel,Automatic,14990.0,7,24857.14285714286,5,1
Audi,A8,Sedan,320000.0,4200.0,Metan/Propan,Automatic,15000.0,16,20000.0,5,1
Hyundai,Tucson,Crossover,108026.0,1995.0,Diesel,Automatic,18990.0,7,15432.285714285714,5,1
Volkswagen,Passat CC,Sedan,86000.0,2000.0,Petrol,Automatic,10490.0,10,8600.0,4,2
Dacia,Logan,Sedan,199000.0,1500.0,Diesel,Manual,5990.0,9,22111.11111111111,3,3
Volkswagen,Golf,Hatchback,20000.0,2000.0,Diesel,Automatic,20000.0,4,5000.0,5,1
Mercedes,C Class,Universal,100000.0,1600.0,Petrol,Automatic,10000.0,8,12500.0,4,2
Ford,Focus,Universal,168000.0,1500.0,Diesel,Manual,8490.0,6,28000.0,4,2
Honda,Rare,Sedan,7000.0,1500.0,Plug-in Hybrid,Automatic,20000.0,4,1750.0,5,1
Mitsubishi,Lancer,Hatchback,209000.0,1500.0,Petrol,Manual,1100.0,30,6966.666666666667,2,4
Renault,Kadjar,Crossover,93000.0,1500.0,Diesel,Automatic,13900.0,5,18600.0,5,1
Vaz,Rare,Hatchback,11111.0,1500.0,Petrol,Manual,1000.0,18,617.2777777777778,1,4
Volkswagen,Caddy,Combi,175000.0,1600.0,Diesel,Automatic,7100.0,10,17500.0,4,2
Audi,Rare,Sedan,280000.0,2800.0,Metan/Propan,Manual,2350.0,28,10000.0,2,4
Honda,CR-V,SUV,165000.0,2400.0,Petrol,Automatic,9499.0,15,11000.0,4,2
Citroen,Rare,Minivan,227000.0,2000.0,Petrol,Automatic,2150.0,16,14187.5,2,4
Dacia,Logan,Universal,2760.0,1400.0,Metan/Propan,Manual,2500.0,14,197.14285714285717,2,4
Nissan,Primera,Hatchback,230000.0,1800.0,Petrol,Manual,2450.0,22,10454.545454545454,2,4
Renault,Megane,Universal,242000.0,1500.0,Diesel,Manual,6200.0,12,20166.666666666668,3,3
Volkswagen,Rare,Hatchback,148000.0,1200.0,Petrol,Manual,5500.0,12,12333.333333333334,3,3
BMW,5 Series,Sedan,300000.0,1991.0,Petrol,Manual,2700.0,29,10344.827586206897,2,4
Mercedes,E Class,Sedan,267987.0,1800.0,Petrol,Automatic,7979.0,14,19141.92857142857,4,2
Skoda,Superb,Sedan,220000.0,1600.0,Diesel,Manual,12300.0,7,31428.571428571428,5,1
Renault,Talisman,Sedan,117300.0,1500.0,Diesel,Automatic,11000.0,6,19550.0,4,2
Nissan,Qashqai+2,SUV,191000.0,1500.0,Diesel,Manual,7990.0,12,15916.666666666666,4,2
Volkswagen,Golf,Hatchback,160000.0,1400.0,Plug-in Hybrid,Automatic,11800.0,7,22857.14285714286,4,2
BMW,5 Series,Sedan,300000.0,2100.0,Petrol,Manual,4200.0,24,12500.0,3,3
Mercedes,S Class,Sedan,300000.0,3200.0,Diesel,Automatic,5850.0,21,14285.714285714286,3,3
Mercedes,E Class,Sedan,343341.0,2200.0,Diesel,Automatic,2650.0,24,14305.875,2,4
Ford,Fusion,Hatchback,123000.0,1400.0,Diesel,Manual,2000.0,15,8200.0,2,4
Volkswagen,Polo,Hatchback,127000.0,1600.0,Metan/Propan,Manual,4990.0,11,11545.454545454546,3,3
Toyota,Corolla,Universal,192000.0,1400.0,Diesel,Manual,5500.0,17,11294.117647058823,3,3
Mercedes,Vito,Minivan,345769.0,2300.0,Diesel,Manual,1650.0,25,13830.76,2,4
Mercedes,Series (W124),Sedan,345278.0,2000.0,Petrol,Manual,1000.0,30,11509.266666666666,1,4
Renault,Megane,Minivan,150000.0,1500.0,Diesel,Automatic,7800.0,7,21428.571428571428,4,2
Ssangyong,Rare,SUV,245783.0,2900.0,Diesel,Manual,2700.0,22,11171.954545454546,2,4
Audi,A6,Sedan,270000.0,2700.0,Metan/Propan,Automatic,4850.0,19,14210.526315789471,3,3
Nissan,Qashqai+2,Crossover,187000.0,1500.0,Diesel,Manual,8700.0,11,17000.0,4,2
Chevrolet,Rare,Sedan,119500.0,1400.0,Metan/Propan,Automatic,5950.0,8,14937.5,3,3
Renault,Scenic,Universal,137000.0,1461.0,Diesel,Automatic,6650.0,10,13700.0,3,3
Renault,Laguna,Sedan,198000.0,1800.0,Petrol,Manual,1550.0,18,11000.0,2,4
Opel,Astra,Universal,169000.0,1300.0,Diesel,Manual,6300.0,10,16900.0,3,3
Volkswagen,Golf,Universal,186000.0,1400.0,Petrol,Manual,3100.0,14,13285.714285714286,3,4
Toyota,Camry,Sedan,156000.0,2400.0,Petrol,Automatic,5400.0,12,13000.0,3,3
Opel,Vectra,Sedan,125000.0,1800.0,Petrol,Manual,1900.0,18,6944.444444444444,2,4
Nissan,Rare,Sedan,380000.0,2000.0,Metan/Propan,Automatic,2500.0,27,14074.074074074077,2,4
Mercedes,E Class,Hatchback,247000.0,1800.0,Petrol,Manual,9500.0,14,17642.85714285714,4,2
Toyota,Corolla Verso,Minivan,123500.0,2000.0,Diesel,Manual,3850.0,15,8233.333333333334,3,3
BMW,3 Series,Universal,123000.0,2000.0,Diesel,Automatic,14900.0,5,24600.0,5,1
Peugeot,Rare,Hatchback,135000.0,1400.0,Petrol,Manual,1750.0,18,7500.0,2,4
Skoda,Octavia,Universal,156000.0,1400.0,Petrol,Manual,3700.0,12,13000.0,3,3
Toyota,Land Cruiser Prado,SUV,85000.0,4000.0,Petrol,Automatic,9200.0,14,6071.428571428572,4,2
Toyota,Rav 4,SUV,121000.0,2000.0,Petrol,Automatic,5800.0,15,8066.666666666667,3,3
Mercedes,A Class,Hatchback,163000.0,1700.0,Petrol,Automatic,7300.0,10,16300.0,4,2
BMW,5 Series,Sedan,315000.0,3000.0,Diesel,Automatic,3600.0,18,17500.0,3,4
Volkswagen,Passat,Universal,143000.0,1600.0,Diesel,Manual,13200.0,7,20428.571428571428,5,1
Mercedes,GLK Class,Crossover,160000.0,2200.0,Diesel,Automatic,19000.0,9,17777.777777777777,5,1
Nissan,Qashqai,Crossover,210000.0,1500.0,Diesel,Manual,6300.0,14,15000.0,3,3
Land Rover,Freelander,SUV,340000.0,2000.0,Diesel,Manual,4750.0,22,15454.545454545454,3,3
Mercedes,E Class,Sedan,202580.0,1800.0,Petrol,Automatic,11450.0,12,16881.666666666668,4,2
Hyundai,Sonata,Sedan,119865.0,1999.0,Metan/Propan,Automatic,12250.0,5,23973.0,5,1
Subaru,Rare,Sedan,78000.0,2000.0,Petrol,Automatic,5200.0,9,8666.666666666666,3,3
Mazda,Rare,Sedan,125600.0,2300.0,Metan/Propan,Automatic,2300.0,17,7388.235294117647,2,4
Mitsubishi,Rare,Microvan,132000.0,1800.0,Petrol,Manual,1200.0,27,4888.888888888889,2,4
Opel,Corsa,Hatchback,125000.0,1400.0,Petrol,Manual,2650.0,14,8928.57142857143,2,4
Nissan,Rare,Hatchback,141000.0,1500.0,Petrol,Automatic,3900.0,16,8812.5,3,3
Opel,Vectra,Sedan,278523.0,1995.0,Petrol,Manual,1000.0,27,10315.666666666666,1,4
Ford,Rare,Hatchback,50000.0,1600.0,Petrol,Automatic,900.0,36,1388.888888888889,1,4
Skoda,Octavia,Sedan,205121.0,1800.0,Petrol,Manual,5800.0,14,14651.5,3,3
Renault,Grand Scenic,Microvan,199000.0,1598.0,Diesel,Manual,7999.0,9,22111.11111111111,4,2
Jeep,Rare,SUV,2700.0,2200.0,Diesel,Automatic,46900.0,2,1350.0,5,1
Volkswagen,Touran,Minivan,2222.0,1960.0,Diesel,Automatic,5570.0,16,138.875,3,3
Skoda,Fabia,Universal,320000.0,1400.0,Diesel,Manual,3900.0,14,22857.14285714286,3,3
Audi,Rare,Universal,270000.0,1600.0,Petrol,Manual,1850.0,28,9642.857142857143,2,4
Skoda,Octavia,Hatchback,270000.0,1600.0,Petrol,Manual,2100.0,23,11739.130434782608,2,4
Volkswagen,Golf,Sedan,235710.0,1600.0,Petrol,Manual,5000.0,17,13865.29411764706,3,3
Volkswagen,Sharan,Minivan,320000.0,1900.0,Diesel,Manual,7800.0,18,17777.777777777777,4,2
Volkswagen,Transporter,Universal,368986.0,2500.0,Diesel,Manual,5900.0,18,20499.222222222223,3,3
Opel,Astra,Universal,188293.0,1300.0,Diesel,Manual,7200.0,11,17117.545454545456,4,2
Toyota,Avensis,Universal,111111.0,2000.0,Diesel,Manual,12999.0,10,11111.1,5,1
Volkswagen,Golf,Universal,111111.0,1400.0,Petrol,Manual,4100.0,16,6944.4375,3,3
Rare,Rare,SUV,63000.0,1000.0,Petrol,Manual,2599.0,14,4500.0,2,4
Renault,Grand Scenic,Universal,122000.0,1500.0,Diesel,Manual,8999.0,9,13555.555555555557,4,2
Renault,Megane,Universal,499999.0,1500.0,Diesel,Manual,2100.0,15,33333.26666666667,2,4
Chrysler,Rare,Hatchback,200000.0,1600.0,Metan/Propan,Manual,3350.0,19,10526.315789473683,3,4
Mercedes,Rare,Coupe,311000.0,2300.0,Petrol,Manual,3250.0,24,12958.333333333334,3,4
Opel,Insignia,Sedan,121000.0,1600.0,Petrol,Automatic,10800.0,7,17285.714285714286,4,2
Volvo,XC90,SUV,198000.0,2000.0,Plug-in Hybrid,Automatic,33499.0,6,33000.0,5,1
Renault,Megane,Universal,199000.0,1500.0,Diesel,Manual,8999.0,7,28428.571428571428,4,2
Honda,Rare,Hatchback,33140.0,1500.0,Petrol,Automatic,9900.0,4,8285.0,4,2
Toyota,Auris,Universal,165000.0,1800.0,Hybrid,Automatic,11500.0,6,27500.0,4,2
Seat,Ibiza,Universal,193000.0,1200.0,Diesel,Manual,5100.0,11,17545.454545454544,3,3
Nissan,Rare,Hatchback,178096.0,1500.0,Diesel,Manual,4550.0,12,14841.333333333334,3,3
Skoda,Superb,Sedan,247868.0,1798.0,Petrol,Manual,7499.0,14,17704.85714285714,4,2
Audi,A6,Sedan,120000.0,1998.0,Petrol,Automatic,18500.0,8,15000.0,5,1
Seat,Rare,Hatchback,248341.0,2000.0,Diesel,Manual,3999.0,15,16556.066666666666,3,3
KIA,Rare,Hatchback,30000.0,1000.0,Petrol,Manual,7250.0,5,6000.0,4,2
Renault,Grand Scenic,Universal,160000.0,1500.0,Diesel,Manual,9999.0,6,26666.666666666668,4,2
Porsche,Cayenne,Crossover,256000.0,3000.0,Diesel,Automatic,30000.0,9,28444.444444444445,5,1
Renault,Talisman,Sedan,162000.0,1500.0,Diesel,Automatic,13999.0,6,27000.0,5,1
Mercedes,C Class,Sedan,190000.0,2000.0,Plug-in Hybrid,Automatic,18999.0,7,27142.85714285714,5,1
Hyundai,Santa FE,SUV,224000.0,2200.0,Diesel,Automatic,13650.0,11,20363.636363636364,5,1
Mercedes,C Class,Sedan,192000.0,2000.0,Diesel,Automatic,23500.0,8,24000.0,5,1
Porsche,Cayenne,SUV,190000.0,3000.0,Plug-in Hybrid,Automatic,39999.0,7,27142.85714285714,5,1
Mitsubishi,Outlander,SUV,180000.0,2000.0,Plug-in Hybrid,Automatic,18999.0,4,45000.0,5,1
Nissan,Juke,Crossover,170000.0,1500.0,Diesel,Manual,8000.0,10,17000.0,4,2
BMW,X3,Crossover,239300.0,1995.0,Diesel,Automatic,15000.0,10,23930.0,5,1
Lexus,CT Series,Hatchback,234000.0,1800.0,Hybrid,Automatic,10200.0,9,26000.0,4,2
Subaru,Rare,Sedan,150000.0,1400.0,Diesel,Manual,6900.0,11,13636.363636363636,3,2
Nissan,Qashqai,Crossover,135200.0,1500.0,Diesel,Manual,15995.0,4,33800.0,5,1
Toyota,C-HR,Crossover,125200.0,1800.0,Hybrid,Automatic,17995.0,5,25040.0,5,1
Volkswagen,Transporter,Microvan,225000.0,2000.0,Diesel,Manual,10999.0,10,22500.0,4,2
Lexus,Es Series,Sedan,198000.0,3000.0,Metan/Propan,Automatic,5999.0,19,10421.052631578948,3,3
Mercedes,GLE,SUV,170000.0,3000.0,Plug-in Hybrid,Automatic,39999.0,6,28333.33333333333,5,1
Renault,Talisman,Sedan,154000.0,1500.0,Diesel,Automatic,13599.0,6,25666.666666666668,5,1
Skoda,Fabia,Universal,175000.0,1200.0,Diesel,Manual,4699.0,11,15909.09090909091,3,3
Skoda,Fabia,Universal,175000.0,1200.0,Diesel,Manual,4599.0,11,15909.09090909091,3,3
Honda,CR-V,Crossover,68000.0,1596.0,Diesel,Manual,16700.0,8,8500.0,5,1
BMW,X5,SUV,170000.0,2500.0,Diesel,Automatic,26999.0,8,21250.0,5,1
Toyota,Corolla,Hatchback,200000.0,1400.0,Diesel,Automatic,6250.0,16,12500.0,3,3
Opel,Astra,Universal,235000.0,1300.0,Diesel,Manual,4600.0,15,15666.666666666666,3,3
Renault,Scenic,Universal,142215.0,1500.0,Diesel,Manual,7599.0,9,15801.666666666666,4,2
Toyota,Avensis,Universal,154000.0,2000.0,Diesel,Manual,12899.0,7,22000.0,5,1
Volvo,XC90,SUV,175000.0,2000.0,Diesel,Automatic,29700.0,6,29166.666666666668,5,1
Nissan,Rare,Sedan,328451.0,2988.0,Metan/Propan,Manual,2200.0,24,13685.458333333334,2,4
Volvo,XC90,SUV,260000.0,2400.0,Diesel,Automatic,9000.0,16,16250.0,4,2
Renault,Laguna,Hatchback,360000.0,1900.0,Diesel,Manual,2850.0,16,22500.0,2,4
Toyota,Auris,Hatchback,183000.0,1800.0,Hybrid,Automatic,11700.0,7,26142.85714285714,4,2
Volkswagen,Passat,Universal,170000.0,2000.0,Diesel,Automatic,13500.0,7,24285.714285714286,5,1
Toyota,Avensis,Sedan,300500.0,200.0,Diesel,Manual,5300.0,19,15815.78947368421,3,3
Opel,Astra,Universal,176500.0,1300.0,Diesel,Manual,6500.0,9,19611.11111111111,3,3
Volkswagen,Golf,Hatchback,330000.0,1396.0,Petrol,Manual,3499.0,19,17368.42105263158,3,4
Toyota,Avensis,Universal,186000.0,2000.0,Petrol,Automatic,8950.0,13,14307.692307692309,4,2
Volvo,Rare,Universal,225600.0,2400.0,Plug-in Hybrid,Automatic,14300.0,7,32228.571428571428,5,1
BMW,3 Series,Sedan,320000.0,2000.0,Diesel,Manual,5600.0,20,16000.0,3,3
Renault,Scenic,Universal,192000.0,1500.0,Diesel,Automatic,8150.0,7,27428.571428571428,4,2
Ford,C-Max,Microvan,180000.0,1500.0,Diesel,Manual,10000.0,7,25714.285714285717,4,2
Nissan,Qashqai,Crossover,200000.0,1500.0,Diesel,Manual,7850.0,11,18181.81818181818,4,2
Volkswagen,Golf,Universal,210000.0,1400.0,Petrol,Manual,5300.0,13,16153.846153846154,3,3
Mercedes,M Class,Crossover,199000.0,2143.0,Diesel,Automatic,28900.0,8,24875.0,5,1
Hyundai,Sonata,Sedan,41500.0,2000.0,Hybrid,Automatic,14050.0,6,6916.666666666667,5,1
Toyota,Corolla,Universal,270000.0,1400.0,Diesel,Automatic,4900.0,17,15882.35294117647,3,3
Toyota,Auris,Hatchback,224000.0,1364.0,Diesel,Manual,6399.0,12,18666.666666666668,3,3
Rare,Rare,Hatchback,108000.0,900.0,Petrol,Manual,3500.0,9,12000.0,3,4
Audi,A6,Sedan,20011.0,2000.0,Petrol,Automatic,13200.0,10,2001.1,5,1
BMW,3 Series,Sedan,206000.0,1995.0,Petrol,Automatic,16200.0,10,20600.0,5,1
Mercedes,E Class,Sedan,250000.0,2000.0,Diesel,Automatic,12999.0,8,31250.0,5,1
Honda,Rare,Hatchback,200000.0,1400.0,Petrol,Manual,5400.0,13,15384.615384615385,3,3
Renault,Megane,Universal,166921.0,1500.0,Diesel,Manual,5500.0,12,13910.083333333334,3,3
BMW,5 Series,Universal,350769.0,300.0,Diesel,Automatic,5700.0,20,17538.45,3,3
Mercedes,A Class,Hatchback,178000.0,1500.0,Petrol,Manual,5399.0,12,14833.333333333334,3,3
Mercedes,E Class,Sedan,228500.0,2143.0,Diesel,Automatic,18500.0,8,28562.5,5,1
Toyota,Rare,Crossover,89756.0,2700.0,Petrol,Automatic,15600.0,8,11219.5,5,1
Volkswagen,Touran,Minivan,190000.0,1400.0,Petrol,Manual,6099.0,13,14615.384615384615,3,3
Seat,Rare,Minivan,111111.0,1900.0,Diesel,Manual,2700.0,20,5555.55,2,4
Renault,Talisman,Universal,188000.0,1499.0,Diesel,Automatic,13950.0,6,31333.33333333333,5,1
Ford,Rare,Sedan,78923.0,1800.0,Diesel,Manual,7777.0,31,2545.903225806452,4,2
Seat,Ibiza,Universal,134521.0,1200.0,Diesel,Manual,4899.0,10,13452.1,3,3
Hyundai,Santa FE,SUV,115000.0,2000.0,Petrol,Automatic,13999.0,9,12777.777777777776,5,1
Volvo,Rare,Sedan,302000.0,2400.0,Diesel,Automatic,7500.0,16,18875.0,4,2
BMW,5 Series,Sedan,71000.0,3500.0,Petrol,Automatic,13500.0,10,7100.0,5,1
Mercedes,GLC,SUV,26000.0,2200.0,Diesel,Automatic,39500.0,4,6500.0,5,1
Volkswagen,Caddy,Combi,189000.0,1968.0,Diesel,Manual,7550.0,11,17181.81818181818,4,2
BMW,5 Series,Sedan,350000.0,2000.0,Petrol,Manual,4300.0,23,15217.391304347826,3,3
BMW,Rare,Crossover,62000.0,2000.0,Petrol,Automatic,20999.0,7,8857.142857142857,5,1
Land Rover,Rare,SUV,170000.0,2200.0,Diesel,Automatic,22350.0,7,24285.714285714286,5,1
Volkswagen,Rare,Hatchback,215800.0,1390.0,Petrol,Automatic,5300.0,14,15414.285714285714,3,3
Ford,Focus,Hatchback,159000.0,1500.0,Diesel,Manual,7500.0,7,22714.285714285717,4,2
Toyota,Prius,Hatchback,110000.0,1800.0,Hybrid,Automatic,8500.0,10,11000.0,4,2
Toyota,Auris,Hatchback,161664.0,1789.0,Hybrid,Automatic,7499.0,12,13472.0,4,2
Mercedes,Rare,Sedan,237000.0,2000.0,Petrol,Automatic,4000.0,37,6405.405405405405,3,3
Renault,Megane,Universal,188916.0,1461.0,Diesel,Manual,5600.0,13,14532.0,3,3
Toyota,Camry,Sedan,199000.0,2400.0,Metan/Propan,Automatic,5599.0,20,9950.0,3,3
BMW,5 Series,Sedan,370000.0,2500.0,Diesel,Automatic,6500.0,21,17619.04761904762,3,3
Mercedes,S Class,Sedan,180000.0,2925.0,Diesel,Automatic,50000.0,5,36000.0,5,1
Nissan,X-Trail,SUV,195000.0,2000.0,Diesel,Manual,7700.0,14,13928.57142857143,4,2
Volkswagen,Passat,Sedan,89000.0,1400.0,Petrol,Automatic,10000.0,10,8900.0,4,2
Opel,Rare,Crossover,120000.0,1600.0,Petrol,Manual,12750.0,6,20000.0,5,1
Hyundai,Santa FE,Crossover,230000.0,2200.0,Diesel,Manual,8599.0,16,14375.0,4,2
Lexus,NX Series,SUV,135000.0,2494.0,Hybrid,Automatic,25500.0,7,19285.714285714286,5,1
Volvo,Rare,Minivan,260000.0,2400.0,Plug-in Hybrid,Automatic,13900.0,7,37142.857142857145,5,1
Audi,Rare,Coupe,120000.0,3000.0,Diesel,Automatic,40000.0,7,17142.85714285714,5,1
Skoda,Superb,Sedan,210000.0,1800.0,Petrol,Manual,8300.0,11,19090.90909090909,4,2
Opel,Astra,Hatchback,200000.0,1300.0,Diesel,Manual,5900.0,11,18181.81818181818,3,3
BMW,X5,Crossover,315000.0,2993.0,Diesel,Automatic,9000.0,14,22500.0,4,2
Mercedes,E Class,Sedan,249000.0,2200.0,Diesel,Automatic,17999.0,8,31125.0,5,1
Mercedes,E Class,Sedan,62000.0,2200.0,Diesel,Automatic,22999.0,7,8857.142857142857,5,1
Mercedes,Vito,Universal,257000.0,2200.0,Diesel,Automatic,12599.0,8,32125.0,5,1
Dacia,Logan,Universal,315000.0,1600.0,Metan/Propan,Manual,4900.0,13,24230.76923076923,3,3
Dodge,Rare,Hatchback,154210.0,2000.0,Petrol,Automatic,4299.0,15,10280.666666666666,3,3
Land Rover,Range Rover,SUV,277411.0,3600.0,Diesel,Automatic,11500.0,15,18494.066666666666,4,2
Renault,Laguna,Hatchback,241210.0,1800.0,Petrol,Manual,2499.0,19,12695.263157894737,2,4
BMW,3 Series,Sedan,107000.0,2000.0,Petrol,Automatic,12999.0,9,11888.888888888889,5,1
Honda,Accord,Sedan,245120.0,2200.0,Diesel,Manual,5699.0,15,16341.333333333334,3,3
Mercedes,E Class,Sedan,145000.0,3000.0,Diesel,Automatic,25400.0,8,18125.0,5,1
Nissan,Qashqai,Crossover,128000.0,1500.0,Diesel,Manual,9700.0,9,14222.222222222224,4,2
Skoda,Octavia,Universal,191000.0,1600.0,Diesel,Manual,11699.0,8,23875.0,4,2
Toyota,Land Cruiser Prado,Crossover,198000.0,2700.0,Metan/Propan,Automatic,15499.0,14,14142.857142857143,5,1
Audi,Rare,Sedan,439380.0,2000.0,Metan/Propan,Manual,2750.0,29,15151.03448275862,2,4
BMW,3 Series,Sedan,200000.0,2000.0,Diesel,Manual,7500.0,16,12500.0,4,2
Renault,Megane,Universal,82000.0,1500.0,Diesel,Manual,8999.0,6,13666.666666666666,4,2
Opel,Astra,Universal,218000.0,1400.0,Petrol,Manual,750.0,27,8074.074074074074,1,4
BMW,Rare,Crossover,112000.0,2000.0,Petrol,Automatic,16199.0,7,16000.0,5,1
Lexus,GS Series,Sedan,147521.0,3500.0,Petrol,Automatic,9999.0,15,9834.733333333334,4,2
Opel,Astra,Universal,185000.0,1400.0,Petrol,Automatic,7299.0,10,18500.0,4,2
Mercedes,Vito,Universal,290000.0,2200.0,Diesel,Automatic,9699.0,12,24166.666666666668,4,2
